row_id,path,label,class_name,condition_id,condition_position,group,sha256,benchmark_half,split_provenance
4201,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-116.png,45,sample46,116,61,116,10b5b7aa818aacfc8f8317b6c228d5a1263b58e8e321b341ce721caccd8ea2d2,alternating_b,deterministic alternating reproduction
4202,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-117.png,45,sample46,117,62,117,381dcfbd31909f6b263b0d1b60659e7745db58ea9145dce972ef1cd6d5072814,alternating_a,deterministic alternating reproduction
4203,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-119.png,45,sample46,119,63,119,46f7c5b2ec306b7833649994e3b0738ca5f67f1f8686f4bda587d7dc5c0f64fa,alternating_b,deterministic alternating reproduction
4204,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-121.png,45,sample46,121,64,121,e60fbdc83e142348325836eca06138ea8523ec873c8b5dedd397d915e14d96d7,alternating_a,deterministic alternating reproduction
4205,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-122.png,45,sample46,122,65,122,8a0aeb6229b424af953532c8c2f3836e787391161fff380e6cfbbca8865aa9e8,alternating_b,deterministic alternating reproduction
4206,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-123.png,45,sample46,123,66,123,796dfe700a20c5511121cc9035364741e825f20ebe0bd766fb188c39895e59fa,alternating_a,deterministic alternating reproduction
4207,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-125.png,45,sample46,125,67,125,6cbab6eb1bcf0bdb2a8932ee86f5e4c276a1eda57569deac3215f35bcf9b0111,alternating_b,deterministic alternating reproduction
4208,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-128.png,45,sample46,128,68,128,15412687baeb84cf07fe47cb620d1e10dc0cf1f2cfdcac3fc781f953d539b5f0,alternating_a,deterministic alternating reproduction
4209,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-129.png,45,sample46,129,69,129,f4d5e6b87a775027171b50c90f82c19ad4f7b2de69d257c4f7ab685e26090cab,alternating_b,deterministic alternating reproduction
4210,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-131.png,45,sample46,131,70,131,1567f749078b220688e483b749b1948614e44866bb91c4084cb665aeb9d93a5b,alternating_a,deterministic alternating reproduction
4211,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-134.png,45,sample46,134,71,134,da8d8afe28727fcdd2d1eafef3350938ac8a7cb46d0060e42c5de7e2190e315b,alternating_b,deterministic alternating reproduction
4212,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-136.png,45,sample46,136,72,136,b2074066f10f838014967faf7b2cf144ed59b6811a2db20d935f48a503909ce8,alternating_a,deterministic alternating reproduction
4213,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-141.png,45,sample46,141,73,141,a5765d8360741f78082252d8531736c281c3219c30f4201da1d5654f79741845,alternating_b,deterministic alternating reproduction
4214,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-143.png,45,sample46,143,74,143,112aeadc6721bd0086b0670b39a9c5fabbc78a052d6a1021233d4da038a796b1,alternating_a,deterministic alternating reproduction
4215,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-145.png,45,sample46,145,75,145,5138ba1d870dcf33542b06158df87d60fade9f8d62429d975af010193e960673,alternating_b,deterministic alternating reproduction
4216,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-147.png,45,sample46,147,76,147,661ef48559825720397a82888dd021547bc5f12720fac3792e341a6b379289e3,alternating_a,deterministic alternating reproduction
4217,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-149.png,45,sample46,149,77,149,14a1b4ed3bd7f604a57f00bc56bf1679ae5547b7c70b9072c88e0bf94f1b5d98,alternating_b,deterministic alternating reproduction
4218,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-150.png,45,sample46,150,78,150,d02843d0a76a58ca10164372e2c24f3840337fb17950583c5f731157e4c8f560,alternating_a,deterministic alternating reproduction
4219,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-152.png,45,sample46,152,79,152,e392a1f9dc79d9073731d08ed47c0c2c8eb935a11cdeb4aafc85cdcbae7f8113,alternating_b,deterministic alternating reproduction
4220,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-154.png,45,sample46,154,80,154,a7ba077ecaa26c7ff7b1c427ff76cd145bb4dd40dbd6799077f290ebcc98d56d,alternating_a,deterministic alternating reproduction
4221,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-155.png,45,sample46,155,81,155,f1d239eb9712c601e3b33dab27527a6b0f924021a8f2de0ed10bf422052b7907,alternating_b,deterministic alternating reproduction
4222,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-156.png,45,sample46,156,82,156,3ffc14da0290ba8732ba90bb18f9ad4b068f21812c96a1ac39764e1b33efa490,alternating_a,deterministic alternating reproduction
4223,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-158.png,45,sample46,158,83,158,3608056568a41f796c79c6c54e8d6241b2ccef20b553264703653b0f77a7c1f3,alternating_b,deterministic alternating reproduction
4224,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-160.png,45,sample46,160,84,160,16479d67357fe2eb0deb5c24457ad2a58ffabd0d256a7e4bb88afecfec5db66d,alternating_a,deterministic alternating reproduction
4225,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-161.png,45,sample46,161,85,161,0be2540ecb6ea5d85a4843935c4ff6dce9f7e978fc716ca05525b940bda81c7d,alternating_b,deterministic alternating reproduction
4226,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-165.png,45,sample46,165,86,165,29c313e0eff246f2e8963b610543d58a22ebddefbe682c20eb1847f46416c26a,alternating_a,deterministic alternating reproduction
4227,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-175.png,45,sample46,175,87,175,b15de5925dd3e1281d623c6c4db094ad7ba8e478b1c134301c192c0e16bbe79d,alternating_b,deterministic alternating reproduction
4228,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-178.png,45,sample46,178,88,178,4c403cca99d26c06c1271cc538ee2ea073c2213b565328017660005e4b0764dd,alternating_a,deterministic alternating reproduction
4229,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-179.png,45,sample46,179,89,179,4e6cc7f04b6fef271e31331038420b2491a52aaaf1e6615af55954f4ce8dfcd6,alternating_b,deterministic alternating reproduction
4230,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-181.png,45,sample46,181,90,181,daa81ea22bc483d1700ad66256e5dabe1268fc4d1eeca86c1f44e5c61f53d36c,alternating_a,deterministic alternating reproduction
4231,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample46/46-183.png,45,sample46,183,91,183,1ce7cadde1c6842691ae2041fe73ee8054519a6e6a967198047ee771ef33fc6e,alternating_b,deterministic alternating reproduction
4232,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-002.png,46,sample47,002,0,002,5e5eb363b1fee7244778e945c66f1015f292e3657e1d91104e8155668de21beb,alternating_a,deterministic alternating reproduction
4233,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-011.png,46,sample47,011,1,011,f80eedcc9d3011f27df4cc26ce997ac85d8e32e6f77593026e02e0491d64f779,alternating_b,deterministic alternating reproduction
4234,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-014.png,46,sample47,014,2,014,d010b75570c7d7cd97b9ef1f0a8777b5c415824f3925b83800d770bee4ed8ff0,alternating_a,deterministic alternating reproduction
4235,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-016.png,46,sample47,016,3,016,6137c0e40f84fd6ca9cfb46d8351a70228f49f5522352e966915a08c4d715925,alternating_b,deterministic alternating reproduction
4236,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-017.png,46,sample47,017,4,017,4d57086cf5f9f73132fa37186231a91f93f7e6ea5754388515556622ff7b6610,alternating_a,deterministic alternating reproduction
4237,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-019.png,46,sample47,019,5,019,00ccfb8f0ab1542eff7e78d5a82624205776823f5ad8b0ad12d5a89086379bf8,alternating_b,deterministic alternating reproduction
4238,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-022.png,46,sample47,022,6,022,1f5a3248147754f7f0994d94eb0c5356191d3aa8cfae835665346d73c2155179,alternating_a,deterministic alternating reproduction
4239,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-025.png,46,sample47,025,7,025,99c55e55dcda83559599867c59a7eb3606aff33496dc7e7a1db44b7dfaa0036d,alternating_b,deterministic alternating reproduction
4240,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-026.png,46,sample47,026,8,026,6939203a757e9dc509c21b125a54ab53f6349d5805bbd94ae2e302361d83fd3b,alternating_a,deterministic alternating reproduction
4241,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-028.png,46,sample47,028,9,028,ed6405a56fb81b25ed37b6364b318d5654ba003975c7bdcf51b4d0a57d33bff3,alternating_b,deterministic alternating reproduction
4242,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-030.png,46,sample47,030,10,030,8c94ee0a37fdd9fd5b8b6dba9eea88b80d3d247633eb2679a35bbab07a122117,alternating_a,deterministic alternating reproduction
4243,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-032.png,46,sample47,032,11,032,52cdd30d65e91bc24b93011627f2a3a9b3a5d2161d4312d87b21bf2a293403ee,alternating_b,deterministic alternating reproduction
4244,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-033.png,46,sample47,033,12,033,70dbb66879558d760e0284ef1286a941c41c785fe08d1a0067370237e313a419,alternating_a,deterministic alternating reproduction
4245,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-035.png,46,sample47,035,13,035,2814a446efc4573f2f373245fe8a2eab99e237cb5c1a22ccf976365e895cfc94,alternating_b,deterministic alternating reproduction
4246,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-036.png,46,sample47,036,14,036,ea410820e7f6f0657c0bcde3b7cd507eefcf98151ba15a706700f0105262205c,alternating_a,deterministic alternating reproduction
4247,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-037.png,46,sample47,037,15,037,539261d9e705ec5c1b0e30e00b9b9580d03b7daceb283808e858a80ae436a162,alternating_b,deterministic alternating reproduction
4248,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-039.png,46,sample47,039,16,039,78bea77ef0fb8279a86d54ae290201bd81fa8924f3aac1cd38ccf69e7b678350,alternating_a,deterministic alternating reproduction
4249,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-041.png,46,sample47,041,17,041,ea371422b58713e7bdd48e190f9917391db63711a8e366e87ea83718bf868c75,alternating_b,deterministic alternating reproduction
4250,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-042.png,46,sample47,042,18,042,d65dce76e3db1515d193c68b51009dd4befa7751298be9f8fc4b2fe4300cbeb8,alternating_a,deterministic alternating reproduction
4251,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-043.png,46,sample47,043,19,043,5d3c72faac7242e341be3404f969cdf01f2569d15934a084465e9eea6646d72d,alternating_b,deterministic alternating reproduction
4252,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-044.png,46,sample47,044,20,044,2daef9216f09799138e11556b2bf02140f010ac9ea473bf5ff0a3a4b0f54481c,alternating_a,deterministic alternating reproduction
4253,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-045.png,46,sample47,045,21,045,b2883e5768f107c8270ff5c68bead287e7b945b2eaaeaac104adcee3cb732c95,alternating_b,deterministic alternating reproduction
4254,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-046.png,46,sample47,046,22,046,734cff9e9abc481beef1ec9bd6cc364dabdc19cd4fb0b3feb4e93b0365317115,alternating_a,deterministic alternating reproduction
4255,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-047.png,46,sample47,047,23,047,ad68a10a76f60d5ef28c6a9f4d3d4a84e99e49a6e2cebe977655db61ea78550e,alternating_b,deterministic alternating reproduction
4256,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-048.png,46,sample47,048,24,048,f3e822470babbea0fdea349e8ade5b9754482f404906744e5bdfb0c24663377c,alternating_a,deterministic alternating reproduction
4257,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-049.png,46,sample47,049,25,049,f0966c328cbb1e265cddd4d25506b7aa7d8f3ecedd9b8289fb5d402561f659b2,alternating_b,deterministic alternating reproduction
4258,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-050.png,46,sample47,050,26,050,b7e80ff3b4c66d750afb28d437fd55d4018a565671403b0f55286a2a1cd79938,alternating_a,deterministic alternating reproduction
4259,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-051.png,46,sample47,051,27,051,a7a37d5f1b23cf4bbdec0c955d9393fdae9449cb6a483ba6cfa92fd1a4ef5eb2,alternating_b,deterministic alternating reproduction
4260,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-052.png,46,sample47,052,28,052,190f47b77f4e6c1ad2c22b49d0b81da0c08b87e1a4aa21118a6e5f36fcd6653d,alternating_a,deterministic alternating reproduction
4261,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-053.png,46,sample47,053,29,053,f66669f8c9e072dbdfb48f0e5c2e72f8c48317060efed39674324fa7e8dc251f,alternating_b,deterministic alternating reproduction
4262,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-054.png,46,sample47,054,30,054,0dcdbab737a21799ba895c6cd01c4bf3f166842f37105af140dbd408d199c1eb,alternating_a,deterministic alternating reproduction
4263,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-055.png,46,sample47,055,31,055,5e649fc3c5b40d37261c66f276e43e8ba7c67967fe87d71d945db0bd6ae119a7,alternating_b,deterministic alternating reproduction
4264,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-057.png,46,sample47,057,32,057,e54c3aacdbf180faf751f02e41d2b3a44cf3a2a5b1fdfcfc5b65e99ff5986644,alternating_a,deterministic alternating reproduction
4265,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-059.png,46,sample47,059,33,059,9f1f1904cc9fd8372098cd077a67a1ab9acff36a47602e14862e2ce1399001f5,alternating_b,deterministic alternating reproduction
4266,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-061.png,46,sample47,061,34,061,e2cd93f7218fe812b9d26e2e5854b77e1ad186e942efadb90297aff6a4ce8056,alternating_a,deterministic alternating reproduction
4267,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-063.png,46,sample47,063,35,063,5ecc6f100055105a8fbd73ef7589551878230923ceac59e4b50714e048e4172d,alternating_b,deterministic alternating reproduction
4268,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-065.png,46,sample47,065,36,065,4626dd60fa385175037e798195b2940d2ab21b24da80a9e8cfe57de80d76e7fd,alternating_a,deterministic alternating reproduction
4269,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-068.png,46,sample47,068,37,068,fd39b53336f94df99dff2403716da5dd404e116b8e5fa0eeff79c5394f7800b6,alternating_b,deterministic alternating reproduction
4270,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-071.png,46,sample47,071,38,071,464e33e0f0b751d28272fe0e151a712fe3482fb5afb0f6e38ddbc0e3de0985f4,alternating_a,deterministic alternating reproduction
4271,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-073.png,46,sample47,073,39,073,64713988ce2ea52e13899c85d4d215b423df208af9592556c0383afe941e3456,alternating_b,deterministic alternating reproduction
4272,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-076.png,46,sample47,076,40,076,d91346e40469405be81048626036647e7ab0c4bf898e67742bb89341e0204259,alternating_a,deterministic alternating reproduction
4273,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-078.png,46,sample47,078,41,078,a3e423133ab5a2af904d6971d40ce363f393c5ab830148036580826c2b26677a,alternating_b,deterministic alternating reproduction
4274,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-079.png,46,sample47,079,42,079,bda61e1da2994d976f192b4fc6e8926593e3f923b8bf809f6b289a4d2aabc0cc,alternating_a,deterministic alternating reproduction
4275,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-081.png,46,sample47,081,43,081,1f9967de958aa13ba13ae2d2067013401bf97ce2a46e1a4ee6b571a94dcc9fea,alternating_b,deterministic alternating reproduction
4276,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-084.png,46,sample47,084,44,084,939ac0fa326e3007bd564423e7acd816ea4a4bdc7e45ff5b713af228f2dff7c6,alternating_a,deterministic alternating reproduction
4277,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-085.png,46,sample47,085,45,085,be519d7cb792223cc36f37b287cdb92513f0d197bf83fbfc30c84da357146872,alternating_b,deterministic alternating reproduction
4278,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-087.png,46,sample47,087,46,087,e9370d9a54b6a62a6361d732927b42615570f161253a581f2c7c851213ade3c6,alternating_a,deterministic alternating reproduction
4279,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-090.png,46,sample47,090,47,090,074f83109d2895c225024a7ad7b74293b7aa33d77689fe4c48026495a322c1ef,alternating_b,deterministic alternating reproduction
4280,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-093.png,46,sample47,093,48,093,834f98eb58dc6984dc4d2f734347c745d7b120ad6f3122aa8d39d16c056754aa,alternating_a,deterministic alternating reproduction
4281,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-094.png,46,sample47,094,49,094,32e95d241c78c3d5ae454573227c04e1b20220e2d73e739376582fe16ee8493f,alternating_b,deterministic alternating reproduction
4282,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-096.png,46,sample47,096,50,096,3abc85844fdf3a007a253d6a8b3d95ae549e1ed8dbacfe453c8e50ecdd01fc7c,alternating_a,deterministic alternating reproduction
4283,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-097.png,46,sample47,097,51,097,0d31e531d9277f6e36abbbe5055c21e958706610f90bafd0751c4ebf668fb5d8,alternating_b,deterministic alternating reproduction
4284,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-099.png,46,sample47,099,52,099,6d11f6f894cdf40f9b521477642eb7c32474861f1a4d53d9c74b8252ad5d3edf,alternating_a,deterministic alternating reproduction
4285,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-101.png,46,sample47,101,53,101,5d6c2262321b14f7564b5bd7cb39ede84eb9ca528ceec9305fdb371db22e173b,alternating_b,deterministic alternating reproduction
4286,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-102.png,46,sample47,102,54,102,c792d5b226099a7aa23a4d195254c5378c92287e872a9450a88fb61580154e14,alternating_a,deterministic alternating reproduction
4287,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-103.png,46,sample47,103,55,103,7e6f4b29222ec187ac52e2e25dc6caa591f926abff7a49b7a1a1dfac7fb9fb98,alternating_b,deterministic alternating reproduction
4288,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-104.png,46,sample47,104,56,104,e0e3422cfb933ed9f49d65fd9c091f6dcb4113f877e26af515fdd7aeb812bd04,alternating_a,deterministic alternating reproduction
4289,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-106.png,46,sample47,106,57,106,75128abc93dcbc39ce927f9a4417eb21e8f604ad0726f60f3b6a4a498da972dd,alternating_b,deterministic alternating reproduction
4290,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-109.png,46,sample47,109,58,109,289951ce81c373cebdacb9a40d5bc89cdd152b2303dea4775534ad04a1e94786,alternating_a,deterministic alternating reproduction
4291,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-112.png,46,sample47,112,59,112,742611f336467f0c082098da98ed3ea43093b26b9dc3859fbba76ad7e3dad8b2,alternating_b,deterministic alternating reproduction
4292,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-114.png,46,sample47,114,60,114,11c1a4bd03234d31bac47486868ce72bba3ab12dc9a7cc535bc9b2b206c0caee,alternating_a,deterministic alternating reproduction
4293,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-116.png,46,sample47,116,61,116,ab4cd2f1c54c1cf46d5fbb8af778557ab969562ceff3094cadb4b3bee5743c88,alternating_b,deterministic alternating reproduction
4294,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-117.png,46,sample47,117,62,117,63ddeef73d3330206ff638e7b6864c636a28c2cac44b80f7351e7fa4de41e885,alternating_a,deterministic alternating reproduction
4295,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-119.png,46,sample47,119,63,119,beafd204cd962e4161ddde0373f83551b5407bdeb1b406785faf0202309ad708,alternating_b,deterministic alternating reproduction
4296,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-121.png,46,sample47,121,64,121,530b0a1ed31445e7417988d871e27485df1d764fe23da6dfea64a6969f5bc598,alternating_a,deterministic alternating reproduction
4297,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-122.png,46,sample47,122,65,122,c4fd157e21d3305114ebfbf8d4301e6df56fe0b5aff282558e6d968cc2f54773,alternating_b,deterministic alternating reproduction
4298,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-123.png,46,sample47,123,66,123,ff19867f7a1eeedae638e6bfc36295228be92416e2503fd4e9433854745485da,alternating_a,deterministic alternating reproduction
4299,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-125.png,46,sample47,125,67,125,e9c0a5ffedb79a5cba2a4c12847694ca9d5847185235744d5a62c19b7a8e51c7,alternating_b,deterministic alternating reproduction
4300,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-128.png,46,sample47,128,68,128,e80dfabac1c52d80f635c9061f7a9ef1973690b8abcee48c2070c30ab849618b,alternating_a,deterministic alternating reproduction
4301,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-129.png,46,sample47,129,69,129,0f1eedfaf3ad1f93691bd765a393754ca8a1c9e2848dc91df46bb75e093f011f,alternating_b,deterministic alternating reproduction
4302,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-131.png,46,sample47,131,70,131,f0b5818c1231c235e92607f368ac358131b59b678e84d8d8aeb6e53fc18f613e,alternating_a,deterministic alternating reproduction
4303,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-134.png,46,sample47,134,71,134,b399109a60a4cc3cdd711e6c8a1ea1d94fd31728948565a6b052d6cf1197517c,alternating_b,deterministic alternating reproduction
4304,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-136.png,46,sample47,136,72,136,aec1960afdf3062c5ad7c96ed7774c49f9347e46ffa2593fedebc2451510e8e0,alternating_a,deterministic alternating reproduction
4305,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample47/47-141.png,46,sample47,141,73,141,dec6cf4801c20aeac4b3ee4150cc38d129c3c4933c468b38f9672a35e03ef491,alternating_b,deterministic alternating reproduction
